Word Order	Other Properties	Subject Position	Object Position	Sentence
LK[V]MF[SO]	base-oan	4	6	Deshalb braucht die Pionierin eine Dolmetscherin .
LK[V]MF[SO]Q	base-oan	3	5	Braucht die Pionierin eine Dolmetscherin ?
MF[SO]VC[V]	base-oan	3	5	Weil die Pionierin eine Dolmetscherin braucht .
VF[S]LK[V]MF[O]	base-oan	2	4	Die Feuerwehrmänner befreien Notleidende .
VF[O]LK[V]MF[S]	base-oan	4	1	Notleidende befreien die Feuerwehrmänner .
LK[V]MF[SO]	base-oan	4	5	Deshalb befreien die Feuerwehrmänner Notleidende .
LK[V]MF[SO]Q	base-oan	3	4	Befreien die Feuerwehrmänner Notleidende ?
MF[SO]VC[V]	base-oan	3	4	Weil die Feuerwehrmänner Notleidende befreien .
VF[S]LK[V]MF[O]	aux-oan	2	4	Die Aufsichtsratsvorstände werden Vertreter ernennen .
VF[O]LK[V]MF[S]	aux-oan	4	1	Vertreter werden die Aufsichtsratsvorstände ernennen .
LK[V]MF[SO]	aux-oan	4	5	Deshalb werden die Aufsichtsratsvorstände Vertreter ernennen .
LK[V]MF[SO]Q	aux-oan	3	4	Werden die Aufsichtsratsvorstände Vertreter ernennen ?
MF[SO]VC[V]	aux-oan	3	4	Weil die Aufsichtsratsvorstände Vertreter ernennen werden .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Fernsehreporterin wird eine EZB-Chefin befragen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine EZB-Chefin wird die Fernsehreporterin befragen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Fernsehreporterin eine EZB-Chefin befragen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Fernsehreporterin eine EZB-Chefin befragen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Fernsehreporterin eine EZB-Chefin befragen wird .
VF[S]LK[V]MF[O]	aux-oan	2	4	Die Züchter werden Spinnen füttern .
VF[O]LK[V]MF[S]	aux-oan	4	1	Spinnen werden die Züchter füttern .
LK[V]MF[SO]	aux-oan	4	5	Deshalb werden die Züchter Spinnen füttern .
LK[V]MF[SO]Q	aux-oan	3	4	Werden die Züchter Spinnen füttern ?
MF[SO]VC[V]	aux-oan	3	4	Weil die Züchter Spinnen füttern werden .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Katze wird eine Hundehalterin kratzen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Hundehalterin wird die Katze kratzen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Katze eine Hundehalterin kratzen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Katze eine Hundehalterin kratzen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Katze eine Hundehalterin kratzen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Kellnerin wird eine Köchin streifen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Köchin wird die Kellnerin streifen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Kellnerin eine Köchin streifen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Kellnerin eine Köchin streifen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Kellnerin eine Köchin streifen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Personalerin wird eine Bewerberin nehmen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Bewerberin wird die Personalerin nehmen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Personalerin eine Bewerberin nehmen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Personalerin eine Bewerberin nehmen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Personalerin eine Bewerberin nehmen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Komponistin wird eine Jazz-Pianistin kopieren .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Jazz-Pianistin wird die Komponistin kopieren .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Komponistin eine Jazz-Pianistin kopieren .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Komponistin eine Jazz-Pianistin kopieren ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Komponistin eine Jazz-Pianistin kopieren wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Mieterin wird eine Kammerjägerin beauftragen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Kammerjägerin wird die Mieterin beauftragen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Mieterin eine Kammerjägerin beauftragen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Mieterin eine Kammerjägerin beauftragen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Mieterin eine Kammerjägerin beauftragen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die 18jährige wird eine Jugendliche verletzen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Jugendliche wird die 18jährige verletzen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die 18jährige eine Jugendliche verletzen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die 18jährige eine Jugendliche verletzen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die 18jährige eine Jugendliche verletzen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Schweizerin wird eine Philharmonikerin dirigieren .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Philharmonikerin wird die Schweizerin dirigieren .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Schweizerin eine Philharmonikerin dirigieren .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Schweizerin eine Philharmonikerin dirigieren ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Schweizerin eine Philharmonikerin dirigieren wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Fotografin wird ein Model beschreiben .
VF[O]LK[V]MF[S]	aux-oan	5	2	Ein Model wird die Fotografin beschreiben .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Fotografin ein Model beschreiben .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Fotografin ein Model beschreiben ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Fotografin ein Model beschreiben wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Wirtschaftsingenieurin wird eine Kursteilnehmerin leiten .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Kursteilnehmerin wird die Wirtschaftsingenieurin leiten .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Wirtschaftsingenieurin eine Kursteilnehmerin leiten .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Wirtschaftsingenieurin eine Kursteilnehmerin leiten ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Wirtschaftsingenieurin eine Kursteilnehmerin leiten wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Expertin wird eine Oberbürgermeisterin besuchen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Oberbürgermeisterin wird die Expertin besuchen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Expertin eine Oberbürgermeisterin besuchen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Expertin eine Oberbürgermeisterin besuchen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Expertin eine Oberbürgermeisterin besuchen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Pionierin wird eine Dolmetscherin brauchen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Dolmetscherin wird die Pionierin brauchen .
LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Pionierin eine Dolmetscherin brauchen .
LK[V]MF[SO]Q	aux-oan	3	5	Wird die Pionierin eine Dolmetscherin brauchen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Pionierin eine Dolmetscherin brauchen wird .
VF[S]LK[V]MF[O]	aux-oan	2	4	Die Feuerwehrmänner werden Notleidende befreien .
VF[O]LK[V]MF[S]	aux-oan	4	1	Notleidende werden die Feuerwehrmänner befreien .
LK[V]MF[SO]	aux-oan	4	5	Deshalb werden die Feuerwehrmänner Notleidende befreien .
LK[V]MF[SO]Q	aux-oan	3	4	Werden die Feuerwehrmänner Notleidende befreien ?
MF[SO]VC[V]	aux-oan	3	4	Weil die Feuerwehrmänner Notleidende befreien werden .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie ernennt eine Vertreterin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Vertreterin ernennt sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb ernennt sie eine Vertreterin .
LK[V]MF[SO]Q	spron-oan	2	4	Ernennt sie eine Vertreterin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Vertreterin ernennt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie befragt eine EZB-Chefin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine EZB-Chefin befragt sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb befragt sie eine EZB-Chefin .
LK[V]MF[SO]Q	spron-oan	2	4	Befragt sie eine EZB-Chefin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine EZB-Chefin befragt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie füttert eine Spinne .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Spinne füttert sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb füttert sie eine Spinne .
LK[V]MF[SO]Q	spron-oan	2	4	Füttert sie eine Spinne ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Spinne füttert .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie kratzt eine Hundehalterin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Hundehalterin kratzt sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb kratzt sie eine Hundehalterin .
LK[V]MF[SO]Q	spron-oan	2	4	Kratzt sie eine Hundehalterin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Hundehalterin kratzt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie streift eine Köchin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Köchin streift sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb streift sie eine Köchin .
LK[V]MF[SO]Q	spron-oan	2	4	Streift sie eine Köchin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Köchin streift .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie nimmt eine Bewerberin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Bewerberin nimmt sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb nimmt sie eine Bewerberin .
LK[V]MF[SO]Q	spron-oan	2	4	Nimmt sie eine Bewerberin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Bewerberin nimmt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie kopiert eine Jazz-Pianistin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Jazz-Pianistin kopiert sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb kopiert sie eine Jazz-Pianistin .
LK[V]MF[SO]Q	spron-oan	2	4	Kopiert sie eine Jazz-Pianistin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Jazz-Pianistin kopiert .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie beauftragt eine Kammerjägerin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Kammerjägerin beauftragt sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb beauftragt sie eine Kammerjägerin .
LK[V]MF[SO]Q	spron-oan	2	4	Beauftragt sie eine Kammerjägerin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Kammerjägerin beauftragt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie verletzt eine Jugendliche .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Jugendliche verletzt sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb verletzt sie eine Jugendliche .
LK[V]MF[SO]Q	spron-oan	2	4	Verletzt sie eine Jugendliche ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Jugendliche verletzt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie dirigiert eine Philharmonikerin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Philharmonikerin dirigiert sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb dirigiert sie eine Philharmonikerin .
LK[V]MF[SO]Q	spron-oan	2	4	Dirigiert sie eine Philharmonikerin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Philharmonikerin dirigiert .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie beschreibt ein Model .
VF[O]LK[V]MF[S]	spron-oan	4	2	Ein Model beschreibt sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb beschreibt sie ein Model .
LK[V]MF[SO]Q	spron-oan	2	4	Beschreibt sie ein Model ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie ein Model beschreibt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie leitet eine Kursteilnehmerin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Kursteilnehmerin leitet sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb leitet sie eine Kursteilnehmerin .
LK[V]MF[SO]Q	spron-oan	2	4	Leitet sie eine Kursteilnehmerin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Kursteilnehmerin leitet .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie besucht eine Oberbürgermeisterin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Oberbürgermeisterin besucht sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb besucht sie eine Oberbürgermeisterin .
LK[V]MF[SO]Q	spron-oan	2	4	Besucht sie eine Oberbürgermeisterin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Oberbürgermeisterin besucht .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie braucht eine Dolmetscherin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Dolmetscherin braucht sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb braucht sie eine Dolmetscherin .
LK[V]MF[SO]Q	spron-oan	2	4	Braucht sie eine Dolmetscherin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Dolmetscherin braucht .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie befreit eine Notleidende .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Notleidende befreit sie .
LK[V]MF[SO]	spron-oan	3	5	Deshalb befreit sie eine Notleidende .
LK[V]MF[SO]Q	spron-oan	2	4	Befreit sie eine Notleidende ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine Notleidende befreit .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Aufsichtsratsvorstände ernennen keine Vertreter .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Vertreter ernennen die Aufsichtsratsvorstände .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb ernennen die Aufsichtsratsvorstände keine Vertreter .
LK[V]MF[SO]Q	oneg-oan	3	5	Ernennen die Aufsichtsratsvorstände keine Vertreter ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Aufsichtsratsvorstände keine Vertreter ernennen .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Fernsehreporterin befragt keine EZB-Chefin .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine EZB-Chefin befragt die Fernsehreporterin .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb befragt die Fernsehreporterin keine EZB-Chefin .
LK[V]MF[SO]Q	oneg-oan	3	5	Befragt die Fernsehreporterin keine EZB-Chefin ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Fernsehreporterin keine EZB-Chefin befragt .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Züchter ernennen keine Spinnen .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Spinnen ernennen die Züchter .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb ernennen die Züchter keine Spinnen .
LK[V]MF[SO]Q	oneg-oan	3	5	Ernennen die Züchter keine Spinnen ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Züchter keine Spinnen ernennen .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Katzen kratzen keine Hundehalter .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Hundehalter kratzen die Katzen .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb kratzen die Katzen keine Hundehalter .
LK[V]MF[SO]Q	oneg-oan	3	5	Kratzen die Katzen keine Hundehalter ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Katzen keine Hundehalter kratzen .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Kellner streifen keine Köche .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Köche streifen die Kellner .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb streifen die Kellner keine Köche .
LK[V]MF[SO]Q	oneg-oan	3	5	Streifen die Kellner keine Köche ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Kellner keine Köche streifen .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Personalerin nimmt keine Bewerberin .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Bewerberin nimmt die Personalerin .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb nimmt die Personalerin keine Bewerberin .
LK[V]MF[SO]Q	oneg-oan	3	5	Nimmt die Personalerin keine Bewerberin ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Personalerin keine Bewerberin nimmt .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Komponistin kopiert keine Jazz-Pianistin .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Jazz-Pianistin kopiert die Komponistin .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb kopiert die Komponistin keine Jazz-Pianistin .
LK[V]MF[SO]Q	oneg-oan	3	5	Kopiert die Komponistin keine Jazz-Pianistin ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Komponistin keine Jazz-Pianistin kopiert .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Mieter beauftragen keine Kammerjäger .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Kammerjäger beauftragen die Mieter .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb beauftragen die Mieter keine Kammerjäger .
LK[V]MF[SO]Q	oneg-oan	3	5	Beauftragen die Mieter keine Kammerjäger ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Mieter keine Kammerjäger beauftragen .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die 18jährige verletzt keine Jugendliche .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Jugendliche verletzt die 18jährige .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb verletzt die 18jährige keine Jugendliche .
LK[V]MF[SO]Q	oneg-oan	3	5	Verletzt die 18jährige keine Jugendliche ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die 18jährige keine Jugendliche verletzt .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Schweizer dirigieren keine Philharmoniker .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Philharmoniker dirigieren die Schweizer .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb dirigieren die Schweizer keine Philharmoniker .
LK[V]MF[SO]Q	oneg-oan	3	5	Dirigieren die Schweizer keine Philharmoniker ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Schweizer keine Philharmoniker dirigieren .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Fotografin beschreibt kein Model .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Kein Model beschreibt die Fotografin .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb beschreibt die Fotografin kein Model .
LK[V]MF[SO]Q	oneg-oan	3	5	Beschreibt die Fotografin kein Model ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Fotografin kein Model beschreibt .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Wirtschaftsingenieure leiten keine Kursteilnehmer .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Kursteilnehmer leiten die Wirtschaftsingenieure .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb leiten die Wirtschaftsingenieure keine Kursteilnehmer .
LK[V]MF[SO]Q	oneg-oan	3	5	Leiten die Wirtschaftsingenieure keine Kursteilnehmer ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Wirtschaftsingenieure keine Kursteilnehmer leiten .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Experten besuchen keine Oberbürgermeisterinnen .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Oberbürgermeisterinnen besuchen die Experten .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb besuchen die Experten keine Oberbürgermeisterinnen .
LK[V]MF[SO]Q	oneg-oan	3	5	Besuchen die Experten keine Oberbürgermeisterinnen ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Experten keine Oberbürgermeisterinnen besuchen .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Pionierin braucht keine Dolmetscherin .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Dolmetscherin braucht die Pionierin .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb braucht die Pionierin keine Dolmetscherin .
LK[V]MF[SO]Q	oneg-oan	3	5	Braucht die Pionierin keine Dolmetscherin ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Pionierin keine Dolmetscherin braucht .
VF[S]LK[V]MF[O]	oneg-oan	2	5	Die Feuerwehrmänner befreien keine Notleidende .
VF[O]LK[V]MF[S]	oneg-oan	5	2	Keine Notleidende befreien die Feuerwehrmänner .
LK[V]MF[SO]	oneg-oan	4	6	Deshalb befreien die Feuerwehrmänner keine Notleidende .
LK[V]MF[SO]Q	oneg-oan	3	5	Befreien die Feuerwehrmänner keine Notleidende ?
MF[SO]VC[V]	oneg-oan	3	5	Weil die Feuerwehrmänner keine Notleidende befreien .
VF[S]LK[V]MF[O]	pp-oan	2	7	Die Aufsichtsratsvorstände ernennen in dem Jahr Vertreter .
VF[O]LK[V]MF[S]	pp-oan	7	1	Vertreter ernennen in dem Jahr die Aufsichtsratsvorstände .
LK[V]MF[SO]	pp-oan	7	8	Deshalb ernennen in dem Jahr die Aufsichtsratsvorstände Vertreter .
LK[V]MF[SO]Q	pp-oan	6	7	Ernennen in dem Jahr die Aufsichtsratsvorstände Vertreter ?
MF[SO]VC[V]	pp-oan	6	7	Weil in dem Jahr die Aufsichtsratsvorstände Vertreter ernennen .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die Fernsehreporterin befragt in dem Jahr eine EZB-Chefin .
VF[O]LK[V]MF[S]	pp-oan	8	2	Eine EZB-Chefin befragt in dem Jahr die Fernsehreporterin .
LK[V]MF[SO]	pp-oan	7	9	Deshalb befragt in dem Jahr die Fernsehreporterin eine EZB-Chefin .
LK[V]MF[SO]Q	pp-oan	6	8	Befragt in dem Jahr die Fernsehreporterin eine EZB-Chefin ?
MF[SO]VC[V]	pp-oan	6	8	Weil in dem Jahr die Fernsehreporterin eine EZB-Chefin befragt .
VF[S]LK[V]MF[O]	pp-oan	2	7	Die Züchter ernennen in dem Jahr Spinnen .
VF[O]LK[V]MF[S]	pp-oan	7	1	Spinnen ernennen in dem Jahr die Züchter .
LK[V]MF[SO]	pp-oan	7	8	Deshalb ernennen in dem Jahr die Züchter Spinnen .
LK[V]MF[SO]Q	pp-oan	6	7	Ernennen in dem Jahr die Züchter Spinnen ?
MF[SO]VC[V]	pp-oan	6	7	Weil in dem Jahr die Züchter Spinnen ernennen .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die Katze kratzt in dem Jahr eine Hundehalterin .
VF[O]LK[V]MF[S]	pp-oan	8	2	Eine Hundehalterin kratzt in dem Jahr die Katze .
LK[V]MF[SO]	pp-oan	7	9	Deshalb kratzt in dem Jahr die Katze eine Hundehalterin .
LK[V]MF[SO]Q	pp-oan	6	8	Kratzt in dem Jahr die Katze eine Hundehalterin ?
MF[SO]VC[V]	pp-oan	6	8	Weil in dem Jahr die Katze eine Hundehalterin kratzt .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die Kellnerin streift in dem Jahr eine Köchin .
VF[O]LK[V]MF[S]	pp-oan	8	2	Eine Köchin streift in dem Jahr die Kellnerin .
LK[V]MF[SO]	pp-oan	7	9	Deshalb streift in dem Jahr die Kellnerin eine Köchin .
LK[V]MF[SO]Q	pp-oan	6	8	Streift in dem Jahr die Kellnerin eine Köchin ?
MF[SO]VC[V]	pp-oan	6	8	Weil in dem Jahr die Kellnerin eine Köchin streift .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die Personalerin nimmt in dem Jahr eine Bewerberin .
VF[O]LK[V]MF[S]	pp-oan	8	2	Eine Bewerberin nimmt in dem Jahr die Personalerin .
LK[V]MF[SO]	pp-oan	7	9	Deshalb nimmt in dem Jahr die Personalerin eine Bewerberin .
LK[V]MF[SO]Q	pp-oan	6	8	Nimmt in dem Jahr die Personalerin eine Bewerberin ?
MF[SO]VC[V]	pp-oan	6	8	Weil in dem Jahr die Personalerin eine Bewerberin nimmt .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die Komponistin kopiert in dem Jahr eine Jazz-Pianistin .
VF[O]LK[V]MF[S]	pp-oan	8	2	Eine Jazz-Pianistin kopiert in dem Jahr die Komponistin .
LK[V]MF[SO]	pp-oan	7	9	Deshalb kopiert in dem Jahr die Komponistin eine Jazz-Pianistin .
LK[V]MF[SO]Q	pp-oan	6	8	Kopiert in dem Jahr die Komponistin eine Jazz-Pianistin ?
MF[SO]VC[V]	pp-oan	6	8	Weil in dem Jahr die Komponistin eine Jazz-Pianistin kopiert .
VF[S]LK[V]MF[O]	pp-oan	2	7	Die Mieterin beauftragt in dem Jahr Kammerjägerin .
VF[O]LK[V]MF[S]	pp-oan	7	1	Kammerjägerin beauftragt in dem Jahr die Mieterin .
LK[V]MF[SO]	pp-oan	7	8	Deshalb beauftragt in dem Jahr die Mieterin Kammerjägerin .
LK[V]MF[SO]Q	pp-oan	6	7	Beauftragt in dem Jahr die Mieterin Kammerjägerin ?
MF[SO]VC[V]	pp-oan	6	7	Weil in dem Jahr die Mieterin Kammerjägerin beauftragt .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die 18jährige verletzt in dem Jahr eine Jugendliche .
VF[O]LK[V]MF[S]	pp-oan	8	2	Eine Jugendliche verletzt in dem Jahr die 18jährige .
LK[V]MF[SO]	pp-oan	7	9	Deshalb verletzt in dem Jahr die 18jährige eine Jugendliche .
LK[V]MF[SO]Q	pp-oan	6	8	Verletzt in dem Jahr die 18jährige eine Jugendliche ?
MF[SO]VC[V]	pp-oan	6	8	Weil in dem Jahr die 18jährige eine Jugendliche verletzt .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die Schweizerin dirigiert in dem Jahr eine Philharmonikerin .
VF[O]LK[V]MF[S]	pp-oan	8	2	Eine Philharmonikerin dirigiert in dem Jahr die Schweizerin .
LK[V]MF[SO]	pp-oan	7	9	Deshalb dirigiert in dem Jahr die Schweizerin eine Philharmonikerin .
LK[V]MF[SO]Q	pp-oan	6	8	Dirigiert in dem Jahr die Schweizerin eine Philharmonikerin ?
MF[SO]VC[V]	pp-oan	6	8	Weil in dem Jahr die Schweizerin eine Philharmonikerin dirigiert .
VF[S]LK[V]MF[O]	pp-oan	2	8	Die Fotografin beschreibt in dem Jahr ein Model .
VF[O]LK[V]MF[S]	pp-oan	8	2	Ein Model beschreibt in dem Jahr die Fotografin .
LK[V]MF[SO]	pp-oan	7	9	Deshalb beschreibt in dem Jahr die Fotografin ein Model .
LK[V]MF[SO]Q	pp-oan	6	8	Beschreibt in dem Jahr die Fotografin ein Model ?
