Word Order	Other Properties	Subject Position	Object Position	Sentence
VF[O]LK[V]MF[S]	base-oan	5	2	Einen Kursteilnehmer leitet der Wirtschaftsingenieur .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Deshalb leitet der Wirtschaftsingenieur einen Kursteilnehmer .
LK[V]MF[SO]	base-oan	3	5	Leitet der Wirtschaftsingenieur einen Kursteilnehmer ?
MF[SO]VC[V]	base-oan	3	5	Weil der Wirtschaftsingenieur einen Kursteilnehmer leitet .
VF[S]LK[V]MF[O]	base-oan	2	5	Die Experten besuchen eine Oberbürgermeisterin .
VF[O]LK[V]MF[S]	base-oan	5	2	Eine Oberbürgermeisterin besuchen die Experten .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Deshalb besuchen die Experten eine Oberbürgermeisterin .
LK[V]MF[SO]	base-oan	3	5	Besuchen die Experten eine Oberbürgermeisterin ?
MF[SO]VC[V]	base-oan	3	5	Weil die Experten eine Oberbürgermeisterin besuchen .
VF[S]LK[V]MF[O]	base-oan	2	5	Die Pionierin braucht einen Dolmetscher .
VF[O]LK[V]MF[S]	base-oan	5	2	Einen Dolmetscher braucht die Pionierin .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Deshalb braucht die Pionierin einen Dolmetscher .
LK[V]MF[SO]	base-oan	3	5	Braucht die Pionierin einen Dolmetscher ?
MF[SO]VC[V]	base-oan	3	5	Weil die Pionierin einen Dolmetscher braucht .
VF[S]LK[V]MF[O]	base-oan	2	5	Der Feuerwehrmann befreit einen Notleidenden .
VF[O]LK[V]MF[S]	base-oan	5	2	Einen Notleidenden befreit der Feuerwehrmann .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Deshalb befreit der Feuerwehrmann einen Notleidenden .
LK[V]MF[SO]	base-oan	3	5	Befreit der Feuerwehrmann einen Notleidenden ?
MF[SO]VC[V]	base-oan	3	5	Weil der Feuerwehrmann einen Notleidenden befreit .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Diebin entkommt einem Verfolger .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Verfolger entkommt die Diebin .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb entkommt die Diebin einem Verfolger .
LK[V]MF[SO]	dat-oan	3	5	Entkommt die Diebin einem Verfolger ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Diebin einem Verfolger entkommt .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Ratten entstammen einem Vorfahren .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Vorfahren entstammen die Ratten .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb entstammen die Ratten einem Vorfahren .
LK[V]MF[SO]	dat-oan	3	5	Entstammen die Ratten einem Vorfahren ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Ratten einem Vorfahren entstammen .
VF[S]LK[V]MF[O]	dat-oan	2	5	Der Abiturient folgt einem Mitschüler .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Mitschüler folgt der Abiturient .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb folgt der Abiturient einem Mitschüler .
LK[V]MF[SO]	dat-oan	3	5	Folgt der Abiturient einem Mitschüler ?
MF[SO]VC[V]	dat-oan	3	5	Weil der Abiturient einem Mitschüler folgt .
VF[S]LK[V]MF[O]	dat-oan	2	5	Der Referent entschwindet einem Moderator .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Moderator entschwindet der Referent .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb entschwindet der Referent einem Moderator .
LK[V]MF[SO]	dat-oan	3	5	Entschwindet der Referent einem Moderator ?
MF[SO]VC[V]	dat-oan	3	5	Weil der Referent einem Moderator entschwindet .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Parkourläufer begegnen einem Trainer .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Trainer begegnen die Parkourläufer .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb begegnen die Parkourläufer einem Trainer .
LK[V]MF[SO]	dat-oan	3	5	Begegnen die Parkourläufer einem Trainer ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Parkourläufer einem Trainer begegnen .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Deserteure schaden einem Leutnant .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Leutnant schaden die Deserteure .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb schaden die Deserteure einem Leutnant .
LK[V]MF[SO]	dat-oan	3	5	Schaden die Deserteure einem Leutnant ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Deserteure einem Leutnant schaden .
VF[S]LK[V]MF[O]	dat-oan	2	5	Der Manager nützt einem Schützling .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Schützling nützt der Manager .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb nützt der Manager einem Schützling .
LK[V]MF[SO]	dat-oan	3	5	Nützt der Manager einem Schützling ?
MF[SO]VC[V]	dat-oan	3	5	Weil der Manager einem Schützling nützt .
VF[S]LK[V]MF[O]	dat-oan	2	4	Die Pfadfinder gleichen Eltern .
VF[O]LK[V]MF[S]	dat-oan	4	1	Eltern gleichen die Pfadfinder .
VF[ADV]LK[V]MF[SO]	dat-oan	4	5	Deshalb gleichen die Pfadfinder Eltern .
LK[V]MF[SO]	dat-oan	3	4	Gleichen die Pfadfinder Eltern ?
MF[SO]VC[V]	dat-oan	3	4	Weil die Pfadfinder Eltern gleichen .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Fußgängerin winkt einem Autofahrer .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Autofahrer winkt die Fußgängerin .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb winkt die Fußgängerin einem Autofahrer .
LK[V]MF[SO]	dat-oan	3	5	Winkt die Fußgängerin einem Autofahrer ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Fußgängerin einem Autofahrer winkt .
VF[S]LK[V]MF[O]	dat-oan	2	5	Der Akteur untersteht einem Parlamentarier .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Parlamentarier untersteht der Akteur .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb untersteht der Akteur einem Parlamentarier .
LK[V]MF[SO]	dat-oan	3	5	Untersteht der Akteur einem Parlamentarier ?
MF[SO]VC[V]	dat-oan	3	5	Weil der Akteur einem Parlamentarier untersteht .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Astronauten vertrauen einer Mathematikerin .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einer Mathematikerin vertrauen die Astronauten .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb vertrauen die Astronauten einer Mathematikerin .
LK[V]MF[SO]	dat-oan	3	5	Vertrauen die Astronauten einer Mathematikerin ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Astronauten einer Mathematikerin vertrauen .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Demonstranten entgehen einem Räumdienstmitarbeiter .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Räumdienstmitarbeiter entgehen die Demonstranten .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb entgehen die Demonstranten einem Räumdienstmitarbeiter .
LK[V]MF[SO]	dat-oan	3	5	Entgehen die Demonstranten einem Räumdienstmitarbeiter ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Demonstranten einem Räumdienstmitarbeiter entgehen .
VF[S]LK[V]MF[O]	dat-oan	2	5	Der Schreihals gehorcht einem Nachbarn .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Nachbarn gehorcht der Schreihals .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb gehorcht der Schreihals einem Nachbarn .
LK[V]MF[SO]	dat-oan	3	5	Gehorcht der Schreihals einem Nachbarn ?
MF[SO]VC[V]	dat-oan	3	5	Weil der Schreihals einem Nachbarn gehorcht .
VF[S]LK[V]MF[O]	dat-oan	2	5	Der Sekretär trotzt einem Anweisenden .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Anweisenden trotzt der Sekretär .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb trotzt der Sekretär einem Anweisenden .
LK[V]MF[SO]	dat-oan	3	5	Trotzt der Sekretär einem Anweisenden ?
MF[SO]VC[V]	dat-oan	3	5	Weil der Sekretär einem Anweisenden trotzt .
VF[S]LK[V]MF[O]	dat-oan	2	5	Die Gegner antworten einem Anrufer .
VF[O]LK[V]MF[S]	dat-oan	5	2	Einem Anrufer antworten die Gegner .
VF[ADV]LK[V]MF[SO]	dat-oan	4	6	Deshalb antworten die Gegner einem Anrufer .
LK[V]MF[SO]	dat-oan	3	5	Antworten die Gegner einem Anrufer ?
MF[SO]VC[V]	dat-oan	3	5	Weil die Gegner einem Anrufer antworten .
VF[S]LK[V]MF[O]	amb-oan	2	4	Die Aufsichtsratsvorstände ernennen Vertreter .
VF[O]LK[V]MF[S]	amb-oan	4	1	Vertreter ernennen die Aufsichtsratsvorstände .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Deshalb ernennen die Aufsichtsratsvorstände Vertreter .
LK[V]MF[SO]	amb-oan	3	4	Ernennen die Aufsichtsratsvorstände Vertreter ?
MF[SO]VC[V]	amb-oan	3	4	Weil die Aufsichtsratsvorstände Vertreter ernennen .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Fernsehreporterin befragt eine EZB-Chefin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine EZB-Chefin befragt die Fernsehreporterin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb befragt die Fernsehreporterin eine EZB-Chefin .
LK[V]MF[SO]	amb-oan	3	5	Befragt die Fernsehreporterin eine EZB-Chefin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Fernsehreporterin eine EZB-Chefin befragt .
VF[S]LK[V]MF[O]	amb-oan	2	4	Die Züchter füttern Spinnen .
VF[O]LK[V]MF[S]	amb-oan	4	1	Spinnen füttern die Züchter .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Deshalb füttern die Züchter Spinnen .
LK[V]MF[SO]	amb-oan	3	4	Füttern die Züchter Spinnen ?
MF[SO]VC[V]	amb-oan	3	4	Weil die Züchter Spinnen füttern .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Katze kratzt eine Hundehalterin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Hundehalterin kratzt die Katze .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb kratzt die Katze eine Hundehalterin .
LK[V]MF[SO]	amb-oan	3	5	Kratzt die Katze eine Hundehalterin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Katze eine Hundehalterin kratzt .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Kellnerin streift eine Köchin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Köchin streift die Kellnerin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb streift die Kellnerin eine Köchin .
LK[V]MF[SO]	amb-oan	3	5	Streift die Kellnerin eine Köchin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Kellnerin eine Köchin streift .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Personalerin nimmt eine Bewerberin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Bewerberin nimmt die Personalerin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb nimmt die Personalerin eine Bewerberin .
LK[V]MF[SO]	amb-oan	3	5	Nimmt die Personalerin eine Bewerberin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Personalerin eine Bewerberin nimmt .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Komponistin kopiert eine Jazz-Pianistin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Jazz-Pianistin kopiert die Komponistin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb kopiert die Komponistin eine Jazz-Pianistin .
LK[V]MF[SO]	amb-oan	3	5	Kopiert die Komponistin eine Jazz-Pianistin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Komponistin eine Jazz-Pianistin kopiert .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Mieterin beauftragt eine Kammerjägerin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Kammerjägerin beauftragt die Mieterin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb beauftragt die Mieterin eine Kammerjägerin .
LK[V]MF[SO]	amb-oan	3	5	Beauftragt die Mieterin eine Kammerjägerin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Mieterin eine Kammerjägerin beauftragt .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die 18jährige verletzt eine Jugendliche .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Jugendliche verletzt die 18jährige .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb verletzt die 18jährige eine Jugendliche .
LK[V]MF[SO]	amb-oan	3	5	Verletzt die 18jährige eine Jugendliche ?
MF[SO]VC[V]	amb-oan	3	5	Weil die 18jährige eine Jugendliche verletzt .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Schweizerin dirigiert eine Philharmonikerin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Philharmonikerin dirigiert die Schweizerin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb dirigiert die Schweizerin eine Philharmonikerin .
LK[V]MF[SO]	amb-oan	3	5	Dirigiert die Schweizerin eine Philharmonikerin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Schweizerin eine Philharmonikerin dirigiert .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Fotografin beschreibt ein Model .
VF[O]LK[V]MF[S]	amb-oan	5	2	Ein Model beschreibt die Fotografin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb beschreibt die Fotografin ein Model .
LK[V]MF[SO]	amb-oan	3	5	Beschreibt die Fotografin ein Model ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Fotografin ein Model beschreibt .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Wirtschaftsingenieurin leitet eine Kursteilnehmerin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Kursteilnehmerin leitet die Wirtschaftsingenieurin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb leitet die Wirtschaftsingenieurin eine Kursteilnehmerin .
LK[V]MF[SO]	amb-oan	3	5	Leitet die Wirtschaftsingenieurin eine Kursteilnehmerin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Wirtschaftsingenieurin eine Kursteilnehmerin leitet .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Expertin besucht eine Oberbürgermeisterin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Oberbürgermeisterin besucht die Expertin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb besucht die Expertin eine Oberbürgermeisterin .
LK[V]MF[SO]	amb-oan	3	5	Besucht die Expertin eine Oberbürgermeisterin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Expertin eine Oberbürgermeisterin besucht .
VF[S]LK[V]MF[O]	amb-oan	2	5	Die Pionierin braucht eine Dolmetscherin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Eine Dolmetscherin braucht die Pionierin .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Deshalb braucht die Pionierin eine Dolmetscherin .
LK[V]MF[SO]	amb-oan	3	5	Braucht die Pionierin eine Dolmetscherin ?
MF[SO]VC[V]	amb-oan	3	5	Weil die Pionierin eine Dolmetscherin braucht .
VF[S]LK[V]MF[O]	amb-oan	2	4	Die Feuerwehrmänner befreien Notleidende .
VF[O]LK[V]MF[S]	amb-oan	4	1	Notleidende befreien die Feuerwehrmänner .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Deshalb befreien die Feuerwehrmänner Notleidende .
LK[V]MF[SO]	amb-oan	3	4	Befreien die Feuerwehrmänner Notleidende ?
MF[SO]VC[V]	amb-oan	3	4	Weil die Feuerwehrmänner Notleidende befreien .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Aufsichtsratsvorstand wird einen Vertreter ernennen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Vertreter wird der Aufsichtsratsvorstand ernennen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Aufsichtsratsvorstand einen Vertreter ernennen .
LK[V]MF[SO]	aux-oan	3	5	Wird der Aufsichtsratsvorstand einen Vertreter ernennen ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Aufsichtsratsvorstand einen Vertreter ernennen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Fernsehreporter wird eine EZB-Chefin befragen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine EZB-Chefin wird der Fernsehreporter befragen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Fernsehreporter eine EZB-Chefin befragen .
LK[V]MF[SO]	aux-oan	3	5	Wird der Fernsehreporter eine EZB-Chefin befragen ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Fernsehreporter eine EZB-Chefin befragen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Züchter wird eine Spinne füttern .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Spinne wird der Züchter füttern .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Züchter eine Spinne füttern .
LK[V]MF[SO]	aux-oan	3	5	Wird der Züchter eine Spinne füttern ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Züchter eine Spinne füttern wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Katze wird einen Hundehalter kratzen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Hundehalter wird die Katze kratzen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Katze einen Hundehalter kratzen .
LK[V]MF[SO]	aux-oan	3	5	Wird die Katze einen Hundehalter kratzen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Katze einen Hundehalter kratzen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Kellner wird einen Koch streifen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Koch wird der Kellner streifen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Kellner einen Koch streifen .
LK[V]MF[SO]	aux-oan	3	5	Wird der Kellner einen Koch streifen ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Kellner einen Koch streifen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Personalerin wird einen Bewerber nehmen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Bewerber wird die Personalerin nehmen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Personalerin einen Bewerber nehmen .
LK[V]MF[SO]	aux-oan	3	5	Wird die Personalerin einen Bewerber nehmen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Personalerin einen Bewerber nehmen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Komponist wird eine Jazz-Pianistin kopieren .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Jazz-Pianistin wird der Komponist kopieren .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Komponist eine Jazz-Pianistin kopieren .
LK[V]MF[SO]	aux-oan	3	5	Wird der Komponist eine Jazz-Pianistin kopieren ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Komponist eine Jazz-Pianistin kopieren wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Mieter werden einen Kammerjäger beauftragen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Kammerjäger werden die Mieter beauftragen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb werden die Mieter einen Kammerjäger beauftragen .
LK[V]MF[SO]	aux-oan	3	5	Werden die Mieter einen Kammerjäger beauftragen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Mieter einen Kammerjäger beauftragen werden .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der 18jährige wird eine Jugendliche verletzen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Jugendliche wird der 18jährige verletzen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der 18jährige eine Jugendliche verletzen .
LK[V]MF[SO]	aux-oan	3	5	Wird der 18jährige eine Jugendliche verletzen ?
MF[SO]VC[V]	aux-oan	3	5	Weil der 18jährige eine Jugendliche verletzen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Schweizer wird einen Philharmoniker dirigieren .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Philharmoniker wird der Schweizer dirigieren .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Schweizer einen Philharmoniker dirigieren .
LK[V]MF[SO]	aux-oan	3	5	Wird der Schweizer einen Philharmoniker dirigieren ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Schweizer einen Philharmoniker dirigieren wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Fotografinnen werden ein Model beschreiben .
VF[O]LK[V]MF[S]	aux-oan	5	2	Ein Model werden die Fotografinnen beschreiben .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb werden die Fotografinnen ein Model beschreiben .
LK[V]MF[SO]	aux-oan	3	5	Werden die Fotografinnen ein Model beschreiben ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Fotografinnen ein Model beschreiben werden .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Wirtschaftsingenieur wird einen Kursteilnehmer leiten .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Kursteilnehmer wird der Wirtschaftsingenieur leiten .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Wirtschaftsingenieur einen Kursteilnehmer leiten .
LK[V]MF[SO]	aux-oan	3	5	Wird der Wirtschaftsingenieur einen Kursteilnehmer leiten ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Wirtschaftsingenieur einen Kursteilnehmer leiten wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Experten werden eine Oberbürgermeisterin besuchen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Eine Oberbürgermeisterin werden die Experten besuchen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb werden die Experten eine Oberbürgermeisterin besuchen .
LK[V]MF[SO]	aux-oan	3	5	Werden die Experten eine Oberbürgermeisterin besuchen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Experten eine Oberbürgermeisterin besuchen werden .
VF[S]LK[V]MF[O]	aux-oan	2	5	Die Pionierin wird einen Dolmetscher brauchen .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Dolmetscher wird die Pionierin brauchen .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird die Pionierin einen Dolmetscher brauchen .
LK[V]MF[SO]	aux-oan	3	5	Wird die Pionierin einen Dolmetscher brauchen ?
MF[SO]VC[V]	aux-oan	3	5	Weil die Pionierin einen Dolmetscher brauchen wird .
VF[S]LK[V]MF[O]	aux-oan	2	5	Der Feuerwehrmann wird einen Notleidenden befreien .
VF[O]LK[V]MF[S]	aux-oan	5	2	Einen Notleidenden wird der Feuerwehrmann befreien .
VF[ADV]LK[V]MF[SO]	aux-oan	4	6	Deshalb wird der Feuerwehrmann einen Notleidenden befreien .
LK[V]MF[SO]	aux-oan	3	5	Wird der Feuerwehrmann einen Notleidenden befreien ?
MF[SO]VC[V]	aux-oan	3	5	Weil der Feuerwehrmann einen Notleidenden befreien wird .
VF[S]LK[V]MF[O]	spron-oan	1	4	Er ernennt einen Vertreter .
VF[O]LK[V]MF[S]	spron-oan	4	2	Einen Vertreter ernennt er .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb ernennt er einen Vertreter .
LK[V]MF[SO]	spron-oan	2	4	Ernennt er einen Vertreter ?
MF[SO]VC[V]	spron-oan	2	4	Weil er einen Vertreter ernennt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie befragen eine EZB-Chefin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine EZB-Chefin befragen sie .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb befragen sie eine EZB-Chefin .
LK[V]MF[SO]	spron-oan	2	4	Befragen sie eine EZB-Chefin ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie eine EZB-Chefin befragen .
VF[S]LK[V]MF[O]	spron-oan	1	4	Er füttert eine Spinne .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Spinne füttert er .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb füttert er eine Spinne .
LK[V]MF[SO]	spron-oan	2	4	Füttert er eine Spinne ?
MF[SO]VC[V]	spron-oan	2	4	Weil er eine Spinne füttert .
VF[S]LK[V]MF[O]	spron-oan	1	4	Wir kratzen einen Hundehalter .
VF[O]LK[V]MF[S]	spron-oan	4	2	Einen Hundehalter kratzen wir .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb kratzen wir einen Hundehalter .
LK[V]MF[SO]	spron-oan	2	4	Kratzen wir einen Hundehalter ?
MF[SO]VC[V]	spron-oan	2	4	Weil wir einen Hundehalter kratzen .
VF[S]LK[V]MF[O]	spron-oan	1	4	Er streift einen Koch .
VF[O]LK[V]MF[S]	spron-oan	4	2	Einen Koch streift er .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb streift er einen Koch .
LK[V]MF[SO]	spron-oan	2	4	Streift er einen Koch ?
MF[SO]VC[V]	spron-oan	2	4	Weil er einen Koch streift .
VF[S]LK[V]MF[O]	spron-oan	1	4	Sie nehmen einen Bewerber .
VF[O]LK[V]MF[S]	spron-oan	4	2	Einen Bewerber nehmen sie .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb nehmen sie einen Bewerber .
LK[V]MF[SO]	spron-oan	2	4	Nehmen sie einen Bewerber ?
MF[SO]VC[V]	spron-oan	2	4	Weil sie einen Bewerber nehmen .
VF[S]LK[V]MF[O]	spron-oan	1	4	Ich kopiere eine Jazz-Pianistin .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Jazz-Pianistin kopiere ich .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb kopiere ich eine Jazz-Pianistin .
LK[V]MF[SO]	spron-oan	2	4	Kopiere ich eine Jazz-Pianistin ?
MF[SO]VC[V]	spron-oan	2	4	Weil ich eine Jazz-Pianistin kopiere .
VF[S]LK[V]MF[O]	spron-oan	1	4	Du beauftragst einen Kammerjäger .
VF[O]LK[V]MF[S]	spron-oan	4	2	Einen Kammerjäger beauftragst du .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb beauftragst du einen Kammerjäger .
LK[V]MF[SO]	spron-oan	2	4	Beauftragst du einen Kammerjäger ?
MF[SO]VC[V]	spron-oan	2	4	Weil du einen Kammerjäger beauftragst .
VF[S]LK[V]MF[O]	spron-oan	1	4	Ihr verletzt eine Jugendliche .
VF[O]LK[V]MF[S]	spron-oan	4	2	Eine Jugendliche verletzt ihr .
VF[ADV]LK[V]MF[SO]	spron-oan	3	5	Deshalb verletzt ihr eine Jugendliche .
LK[V]MF[SO]	spron-oan	2	4	Verletzt ihr eine Jugendliche ?
MF[SO]VC[V]	spron-oan	2	4	Weil ihr eine Jugendliche verletzt .
VF[S]LK[V]MF[O]	spron-oan	1	4	Er dirigiert einen Philharmoniker .
VF[O]LK[V]MF[S]	spron-oan	4	2	Einen Philharmoniker dirigiert er .
