Word Order	Other Properties	Subject Position	Object Position	Sentence
VF[ADV]LK[V]MF[SO]	opron-sinan	4	5	Daarom verlaten de vliegdekschepen het .
LK[V]MF[SO]	opron-sinan	3	4	Verlaten de vliegdekschepen het ?
MF[SO]VC[V]	opron-sinan	3	4	Omdat de vliegdekschepen het verlaten .
VF[S]LK[V]MF[O]	opron-sinan	2	4	De orkanen vernietigen het .
VF[O]LK[V]MF[S]	opron-sinan	4	1	Het vernietigen de orkanen .
VF[ADV]LK[V]MF[SO]	opron-sinan	4	5	Daarom vernietigen de orkanen het .
LK[V]MF[SO]	opron-sinan	3	4	Vernietigen de orkanen het ?
MF[SO]VC[V]	opron-sinan	3	4	Omdat de orkanen het vernietigen .
VF[S]LK[V]MF[O]	opron-sinan	2	4	De bomen blokkeren het .
VF[O]LK[V]MF[S]	opron-sinan	4	1	Het blokkeren de bomen .
VF[ADV]LK[V]MF[SO]	opron-sinan	4	5	Daarom blokkeren de bomen het .
LK[V]MF[SO]	opron-sinan	3	4	Blokkeren de bomen het ?
MF[SO]VC[V]	opron-sinan	3	4	Omdat de bomen het blokkeren .
VF[S]LK[V]MF[O]	opron-sinan	2	4	De trainingen ontplooien het .
VF[O]LK[V]MF[S]	opron-sinan	4	1	Het ontplooien de trainingen .
VF[ADV]LK[V]MF[SO]	opron-sinan	4	5	Daarom ontplooien de trainingen het .
LK[V]MF[SO]	opron-sinan	3	4	Ontplooien de trainingen het ?
MF[SO]VC[V]	opron-sinan	3	4	Omdat de trainingen het ontplooien .
VF[S]LK[V]MF[O]	opron-sinan	2	4	De afzetgebieden openen het .
VF[O]LK[V]MF[S]	opron-sinan	4	1	Het openen de afzetgebieden .
VF[ADV]LK[V]MF[SO]	opron-sinan	4	5	Daarom openen de afzetgebieden het .
LK[V]MF[SO]	opron-sinan	3	4	Openen de afzetgebieden het ?
MF[SO]VC[V]	opron-sinan	3	4	Omdat de afzetgebieden het openen .
VF[S]LK[V]MF[O]	opron-sinan	2	4	De films tonen het .
VF[O]LK[V]MF[S]	opron-sinan	4	1	Het tonen de films .
VF[ADV]LK[V]MF[SO]	opron-sinan	4	5	Daarom tonen de films het .
LK[V]MF[SO]	opron-sinan	3	4	Tonen de films het ?
MF[SO]VC[V]	opron-sinan	3	4	Omdat de films het tonen .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	Het quotum egaliseert geen ongelijkheden .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen ongelijkheden egaliseert het quotum .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom egaliseert het quotum geen ongelijkheden .
LK[V]MF[SO]	oneg-sinan	3	5	Egaliseert het quotum geen ongelijkheden ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat het quotum geen ongelijkheden egaliseert .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	Het gas schaadt geen mensenrechten .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen mensenrechten schaadt het gas .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom schaadt het gas geen mensenrechten .
LK[V]MF[SO]	oneg-sinan	3	5	Schaadt het gas geen mensenrechten ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat het gas geen mensenrechten schaadt .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De muurreliëfs roepen geen hallo .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen hallo roepen de muurreliëfs .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom roepen de muurreliëfs geen hallo .
LK[V]MF[SO]	oneg-sinan	3	5	Roepen de muurreliëfs geen hallo ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de muurreliëfs geen hallo roepen .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De werken brengen geen erkenning .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen erkenning brengen de werken .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom brengen de werken geen erkenning .
LK[V]MF[SO]	oneg-sinan	3	5	Brengen de werken geen erkenning ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de werken geen erkenning brengen .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De bekentenissen veranderen geen klimaat .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen klimaat veranderen de bekentenissen .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom veranderen de bekentenissen geen klimaat .
LK[V]MF[SO]	oneg-sinan	3	5	Veranderen de bekentenissen geen klimaat ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de bekentenissen geen klimaat veranderen .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De cyclonen raken geen kuststrook .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen kuststrook raken de cyclonen .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom raken de cyclonen geen kuststrook .
LK[V]MF[SO]	oneg-sinan	3	5	Raken de cyclonen geen kuststrook ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de cyclonen geen kuststrook raken .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De vliegdekschepen verlaten geen haven .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen haven verlaten de vliegdekschepen .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom verlaten de vliegdekschepen geen haven .
LK[V]MF[SO]	oneg-sinan	3	5	Verlaten de vliegdekschepen geen haven ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de vliegdekschepen geen haven verlaten .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De orkanen vernietigen geen plaats .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen plaats vernietigen de orkanen .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom vernietigen de orkanen geen plaats .
LK[V]MF[SO]	oneg-sinan	3	5	Vernietigen de orkanen geen plaats ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de orkanen geen plaats vernietigen .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De video-installaties vormen geen geheel .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen geheel vormen de video-installaties .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom vormen de video-installaties geen geheel .
LK[V]MF[SO]	oneg-sinan	3	5	Vormen de video-installaties geen geheel ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de video-installaties geen geheel vormen .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De aanvraag eist geen herstelbetalingen .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen herstelbetalingen eist de aanvraag .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom eist de aanvraag geen herstelbetalingen .
LK[V]MF[SO]	oneg-sinan	3	5	Eist de aanvraag geen herstelbetalingen ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de aanvraag geen herstelbetalingen eist .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De lekken betekenen geen einde .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen einde betekenen de lekken .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom betekenen de lekken geen einde .
LK[V]MF[SO]	oneg-sinan	3	5	Betekenen de lekken geen einde ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de lekken geen einde betekenen .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De bomen blokkeren geen uitzicht .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen uitzicht blokkeren de bomen .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom blokkeren de bomen geen uitzicht .
LK[V]MF[SO]	oneg-sinan	3	5	Blokkeren de bomen geen uitzicht ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de bomen geen uitzicht blokkeren .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De trainingen ontplooien geen kracht .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen kracht ontplooien de trainingen .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom ontplooien de trainingen geen kracht .
LK[V]MF[SO]	oneg-sinan	3	5	Ontplooien de trainingen geen kracht ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de trainingen geen kracht ontplooien .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	Het afzetgebied opent geen mogelijkheden .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen mogelijkheden opent het afzetgebied .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom opent het afzetgebied geen mogelijkheden .
LK[V]MF[SO]	oneg-sinan	3	5	Opent het afzetgebied geen mogelijkheden ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat het afzetgebied geen mogelijkheden opent .
VF[S]LK[V]MF[O]	oneg-sinan	2	5	De films tonen geen overval .
VF[O]LK[V]MF[S]	oneg-sinan	5	2	Geen overval tonen de films .
VF[ADV]LK[V]MF[SO]	oneg-sinan	4	6	Daarom tonen de films geen overval .
LK[V]MF[SO]	oneg-sinan	3	5	Tonen de films geen overval ?
MF[SO]VC[V]	oneg-sinan	3	5	Omdat de films geen overval tonen .
VF[S]LK[V]MF[O]	pp-sinan	2	7	Het quotum egaliseert over een week ongelijkheden .
VF[O]LK[V]MF[S]	pp-sinan	4	1	Ongelijkheden egaliseert het quotum over een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	8	Daarom egaliseert het quotum over een week ongelijkheden .
LK[V]MF[SO]	pp-sinan	3	7	Egaliseert het quotum over een week ongelijkheden ?
MF[SO]VC[V]	pp-sinan	3	7	Omdat het quotum over een week ongelijkheden egaliseert .
VF[S]LK[V]MF[O]	pp-sinan	2	7	Het gas schaadt gedurende een week mensenrechten .
VF[O]LK[V]MF[S]	pp-sinan	4	1	Mensenrechten schaadt het gas gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	8	Daarom schaadt het gas gedurende een week mensenrechten .
LK[V]MF[SO]	pp-sinan	3	7	Schaadt het gas gedurende een week mensenrechten ?
MF[SO]VC[V]	pp-sinan	3	7	Omdat het gas gedurende een week mensenrechten schaadt .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De muurreliëfs roepen over een week een hallo .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een hallo roepen de muurreliëfs over een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom roepen de muurreliëfs over een week een hallo .
LK[V]MF[SO]	pp-sinan	3	8	Roepen de muurreliëfs over een week een hallo ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de muurreliëfs over een week een hallo roepen .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De werken brengen over een week een erkenning .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een erkenning brengen de werken over een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom brengen de werken over een week een erkenning .
LK[V]MF[SO]	pp-sinan	3	8	Brengen de werken over een week een erkenning ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de werken over een week een erkenning brengen .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De bekentenissen veranderen na een week een klimaat .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een klimaat veranderen de bekentenissen na een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom veranderen de bekentenissen na een week een klimaat .
LK[V]MF[SO]	pp-sinan	3	8	Veranderen de bekentenissen na een week een klimaat ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de bekentenissen na een week een klimaat veranderen .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De cyclonen raken over een week een kuststrook .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een kuststrook raken de cyclonen over een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom raken de cyclonen over een week een kuststrook .
LK[V]MF[SO]	pp-sinan	3	8	Raken de cyclonen over een week een kuststrook ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de cyclonen over een week een kuststrook raken .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De vliegdekschepen verlaten over een week een haven .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een haven verlaten de vliegdekschepen over een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom verlaten de vliegdekschepen over een week een haven .
LK[V]MF[SO]	pp-sinan	3	8	Verlaten de vliegdekschepen over een week een haven ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de vliegdekschepen over een week een haven verlaten .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De orkanen vernietigen over een week een plaats .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een plaats vernietigen de orkanen over een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom vernietigen de orkanen over een week een plaats .
LK[V]MF[SO]	pp-sinan	3	8	Vernietigen de orkanen over een week een plaats ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de orkanen over een week een plaats vernietigen .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De video-installaties vormen na een week een geheel .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een geheel vormen de video-installaties na een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom vormen de video-installaties na een week een geheel .
LK[V]MF[SO]	pp-sinan	3	8	Vormen de video-installaties na een week een geheel ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de video-installaties na een week een geheel vormen .
VF[S]LK[V]MF[O]	pp-sinan	2	7	De aanvraag eist na een week herstelbetalingen .
VF[O]LK[V]MF[S]	pp-sinan	4	1	Herstelbetalingen eist de aanvraag na een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	8	Daarom eist de aanvraag na een week herstelbetalingen .
LK[V]MF[SO]	pp-sinan	3	7	Eist de aanvraag na een week herstelbetalingen ?
MF[SO]VC[V]	pp-sinan	3	7	Omdat de aanvraag na een week herstelbetalingen eist .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De lekken betekenen na een week een einde .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een einde betekenen de lekken na een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom betekenen de lekken na een week een einde .
LK[V]MF[SO]	pp-sinan	3	8	Betekenen de lekken na een week een einde ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de lekken na een week een einde betekenen .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De bomen blokkeren gedurende een week een uitzicht .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een uitzicht blokkeren de bomen gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom blokkeren de bomen gedurende een week een uitzicht .
LK[V]MF[SO]	pp-sinan	3	8	Blokkeren de bomen gedurende een week een uitzicht ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de bomen gedurende een week een uitzicht blokkeren .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De trainingen ontplooien gedurende een week een kracht .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een kracht ontplooien de trainingen gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom ontplooien de trainingen gedurende een week een kracht .
LK[V]MF[SO]	pp-sinan	3	8	Ontplooien de trainingen gedurende een week een kracht ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de trainingen gedurende een week een kracht ontplooien .
VF[S]LK[V]MF[O]	pp-sinan	2	7	Het afzetgebied opent over een week mogelijkheden .
VF[O]LK[V]MF[S]	pp-sinan	4	1	Mogelijkheden opent het afzetgebied over een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	8	Daarom opent het afzetgebied over een week mogelijkheden .
LK[V]MF[SO]	pp-sinan	3	7	Opent het afzetgebied over een week mogelijkheden ?
MF[SO]VC[V]	pp-sinan	3	7	Omdat het afzetgebied over een week mogelijkheden opent .
VF[S]LK[V]MF[O]	pp-sinan	2	8	De films tonen gedurende een week een overval .
VF[O]LK[V]MF[S]	pp-sinan	5	2	Een overval tonen de films gedurende een week .
VF[ADV]LK[V]MF[SO]	pp-sinan	4	9	Daarom tonen de films gedurende een week een overval .
LK[V]MF[SO]	pp-sinan	3	8	Tonen de films gedurende een week een overval ?
MF[SO]VC[V]	pp-sinan	3	8	Omdat de films gedurende een week een overval tonen .
VF[S]LK[V]MF[O]	base-oan	2	4	De bestuursvoorzitter benoemt opvolgers .
VF[O]LK[V]MF[S]	base-oan	4	1	Opvolgers benoemt de bestuursvoorzitter .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom benoemt de bestuursvoorzitter opvolgers .
LK[V]MF[SO]	base-oan	3	4	Benoemt de bestuursvoorzitter opvolgers ?
MF[SO]VC[V]	base-oan	3	4	Omdat de bestuursvoorzitter opvolgers benoemt .
VF[S]LK[V]MF[O]	base-oan	2	5	De televisiereporters interviewen een ECB-bazin .
VF[O]LK[V]MF[S]	base-oan	5	2	Een ECB-bazin interviewen de televisiereporters .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Daarom interviewen de televisiereporters een ECB-bazin .
LK[V]MF[SO]	base-oan	3	5	Interviewen de televisiereporters een ECB-bazin ?
MF[SO]VC[V]	base-oan	3	5	Omdat de televisiereporters een ECB-bazin interviewen .
VF[S]LK[V]MF[O]	base-oan	2	4	De fokker voedt spinnen .
VF[O]LK[V]MF[S]	base-oan	4	1	Spinnen voedt de fokker .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom voedt de fokker spinnen .
LK[V]MF[SO]	base-oan	3	4	Voedt de fokker spinnen ?
MF[SO]VC[V]	base-oan	3	4	Omdat de fokker spinnen voedt .
VF[S]LK[V]MF[O]	base-oan	2	5	De katten krabben een hondeneigenaar .
VF[O]LK[V]MF[S]	base-oan	5	2	Een hondeneigenaar krabben de katten .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Daarom krabben de katten een hondeneigenaar .
LK[V]MF[SO]	base-oan	3	5	Krabben de katten een hondeneigenaar ?
MF[SO]VC[V]	base-oan	3	5	Omdat de katten een hondeneigenaar krabben .
VF[S]LK[V]MF[O]	base-oan	2	4	De ober bedient gasten .
VF[O]LK[V]MF[S]	base-oan	4	1	Gasten bedient de ober .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom bedient de ober gasten .
LK[V]MF[SO]	base-oan	3	4	Bedient de ober gasten ?
MF[SO]VC[V]	base-oan	3	4	Omdat de ober gasten bedient .
VF[S]LK[V]MF[O]	base-oan	2	4	De HR-manager accepteert sollicitanten .
VF[O]LK[V]MF[S]	base-oan	4	1	Sollicitanten accepteert de HR-manager .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom accepteert de HR-manager sollicitanten .
LK[V]MF[SO]	base-oan	3	4	Accepteert de HR-manager sollicitanten ?
MF[SO]VC[V]	base-oan	3	4	Omdat de HR-manager sollicitanten accepteert .
VF[S]LK[V]MF[O]	base-oan	2	5	De acteurs imiteren een jazzpianist .
VF[O]LK[V]MF[S]	base-oan	5	2	Een jazzpianist imiteren de acteurs .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Daarom imiteren de acteurs een jazzpianist .
LK[V]MF[SO]	base-oan	3	5	Imiteren de acteurs een jazzpianist ?
MF[SO]VC[V]	base-oan	3	5	Omdat de acteurs een jazzpianist imiteren .
VF[S]LK[V]MF[O]	base-oan	2	5	De huurders huren een verdelger .
VF[O]LK[V]MF[S]	base-oan	5	2	Een verdelger huren de huurders .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Daarom huren de huurders een verdelger .
LK[V]MF[SO]	base-oan	3	5	Huren de huurders een verdelger ?
MF[SO]VC[V]	base-oan	3	5	Omdat de huurders een verdelger huren .
VF[S]LK[V]MF[O]	base-oan	2	4	De 18-jarige babysit kinderen .
VF[O]LK[V]MF[S]	base-oan	4	1	Kinderen babysit de 18-jarige .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom babysit de 18-jarige kinderen .
LK[V]MF[SO]	base-oan	3	4	Babysit de 18-jarige kinderen ?
MF[SO]VC[V]	base-oan	3	4	Omdat de 18-jarige kinderen babysit .
VF[S]LK[V]MF[O]	base-oan	2	4	De Zwitser dirigeert orkestmuzikanten .
VF[O]LK[V]MF[S]	base-oan	4	1	Orkestmuzikanten dirigeert de Zwitser .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom dirigeert de Zwitser orkestmuzikanten .
LK[V]MF[SO]	base-oan	3	4	Dirigeert de Zwitser orkestmuzikanten ?
MF[SO]VC[V]	base-oan	3	4	Omdat de Zwitser orkestmuzikanten dirigeert .
VF[S]LK[V]MF[O]	base-oan	2	4	De fotograaf fotografeert modellen .
VF[O]LK[V]MF[S]	base-oan	4	1	Modellen fotografeert de fotograaf .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom fotografeert de fotograaf modellen .
LK[V]MF[SO]	base-oan	3	4	Fotografeert de fotograaf modellen ?
MF[SO]VC[V]	base-oan	3	4	Omdat de fotograaf modellen fotografeert .
VF[S]LK[V]MF[O]	base-oan	2	4	De ingenieur begeleidt cursisten .
VF[O]LK[V]MF[S]	base-oan	4	1	Cursisten begeleidt de ingenieur .
VF[ADV]LK[V]MF[SO]	base-oan	4	5	Daarom begeleidt de ingenieur cursisten .
LK[V]MF[SO]	base-oan	3	4	Begeleidt de ingenieur cursisten ?
MF[SO]VC[V]	base-oan	3	4	Omdat de ingenieur cursisten begeleidt .
VF[S]LK[V]MF[O]	base-oan	2	5	De deskundigen adviseren een burgemeester .
VF[O]LK[V]MF[S]	base-oan	5	2	Een burgemeester adviseren de deskundigen .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Daarom adviseren de deskundigen een burgemeester .
LK[V]MF[SO]	base-oan	3	5	Adviseren de deskundigen een burgemeester ?
MF[SO]VC[V]	base-oan	3	5	Omdat de deskundigen een burgemeester adviseren .
VF[S]LK[V]MF[O]	base-oan	2	5	De reizigers eisen een tolk .
VF[O]LK[V]MF[S]	base-oan	5	2	Een tolk eisen de reizigers .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Daarom eisen de reizigers een tolk .
LK[V]MF[SO]	base-oan	3	5	Eisen de reizigers een tolk ?
MF[SO]VC[V]	base-oan	3	5	Omdat de reizigers een tolk eisen .
VF[S]LK[V]MF[O]	base-oan	2	5	De brandweermannen bevrijden een slachtoffer .
VF[O]LK[V]MF[S]	base-oan	5	2	Een slachtoffer bevrijden de brandweermannen .
VF[ADV]LK[V]MF[SO]	base-oan	4	6	Daarom bevrijden de brandweermannen een slachtoffer .
LK[V]MF[SO]	base-oan	3	5	Bevrijden de brandweermannen een slachtoffer ?
MF[SO]VC[V]	base-oan	3	5	Omdat de brandweermannen een slachtoffer bevrijden .
VF[S]LK[V]MF[O]	amb-oan	2	4	De bestuursvoorzitters benoemen opvolgers .
VF[O]LK[V]MF[S]	amb-oan	4	1	Opvolgers benoemen de bestuursvoorzitters .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Daarom benoemen de bestuursvoorzitters opvolgers .
LK[V]MF[SO]	amb-oan	3	4	Benoemen de bestuursvoorzitters opvolgers ?
MF[SO]VC[V]	amb-oan	3	4	Omdat de bestuursvoorzitters opvolgers benoemen .
VF[S]LK[V]MF[O]	amb-oan	2	5	De televisiereporter interviewt een ECB-bazin .
VF[O]LK[V]MF[S]	amb-oan	5	2	Een ECB-bazin interviewt de televisiereporter .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Daarom interviewt de televisiereporter een ECB-bazin .
LK[V]MF[SO]	amb-oan	3	5	Interviewt de televisiereporter een ECB-bazin ?
MF[SO]VC[V]	amb-oan	3	5	Omdat de televisiereporter een ECB-bazin interviewt .
VF[S]LK[V]MF[O]	amb-oan	2	4	De fokkers voeden spinnen .
VF[O]LK[V]MF[S]	amb-oan	4	1	Spinnen voeden de fokkers .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Daarom voeden de fokkers spinnen .
LK[V]MF[SO]	amb-oan	3	4	Voeden de fokkers spinnen ?
MF[SO]VC[V]	amb-oan	3	4	Omdat de fokkers spinnen voeden .
VF[S]LK[V]MF[O]	amb-oan	2	4	De katten krabben hondeneigenaars .
VF[O]LK[V]MF[S]	amb-oan	4	1	Hondeneigenaars krabben de katten .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Daarom krabben de katten hondeneigenaars .
LK[V]MF[SO]	amb-oan	3	4	Krabben de katten hondeneigenaars ?
MF[SO]VC[V]	amb-oan	3	4	Omdat de katten hondeneigenaars krabben .
VF[S]LK[V]MF[O]	amb-oan	2	4	De obers bedienen gasten .
VF[O]LK[V]MF[S]	amb-oan	4	1	Gasten bedienen de obers .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Daarom bedienen de obers gasten .
LK[V]MF[SO]	amb-oan	3	4	Bedienen de obers gasten ?
MF[SO]VC[V]	amb-oan	3	4	Omdat de obers gasten bedienen .
VF[S]LK[V]MF[O]	amb-oan	2	5	De HR-manager accepteert een sollicitant .
VF[O]LK[V]MF[S]	amb-oan	5	2	Een sollicitant accepteert de HR-manager .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Daarom accepteert de HR-manager een sollicitant .
LK[V]MF[SO]	amb-oan	3	5	Accepteert de HR-manager een sollicitant ?
MF[SO]VC[V]	amb-oan	3	5	Omdat de HR-manager een sollicitant accepteert .
VF[S]LK[V]MF[O]	amb-oan	2	5	De acteur imiteert een jazzpianist .
VF[O]LK[V]MF[S]	amb-oan	5	2	Een jazzpianist imiteert de acteur .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Daarom imiteert de acteur een jazzpianist .
LK[V]MF[SO]	amb-oan	3	5	Imiteert de acteur een jazzpianist ?
MF[SO]VC[V]	amb-oan	3	5	Omdat de acteur een jazzpianist imiteert .
VF[S]LK[V]MF[O]	amb-oan	2	4	De huurders huren verdelgers .
VF[O]LK[V]MF[S]	amb-oan	4	1	Verdelgers huren de huurders .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Daarom huren de huurders verdelgers .
LK[V]MF[SO]	amb-oan	3	4	Huren de huurders verdelgers ?
MF[SO]VC[V]	amb-oan	3	4	Omdat de huurders verdelgers huren .
VF[S]LK[V]MF[O]	amb-oan	2	4	De 18-jarigen babysitten kinderen .
VF[O]LK[V]MF[S]	amb-oan	4	1	Kinderen babysitten de 18-jarigen .
VF[ADV]LK[V]MF[SO]	amb-oan	4	5	Daarom babysitten de 18-jarigen kinderen .
LK[V]MF[SO]	amb-oan	3	4	Babysitten de 18-jarigen kinderen ?
MF[SO]VC[V]	amb-oan	3	4	Omdat de 18-jarigen kinderen babysitten .
VF[S]LK[V]MF[O]	amb-oan	2	5	De Zwitser dirigeert een orkestmuzikant .
VF[O]LK[V]MF[S]	amb-oan	5	2	Een orkestmuzikant dirigeert de Zwitser .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Daarom dirigeert de Zwitser een orkestmuzikant .
LK[V]MF[SO]	amb-oan	3	5	Dirigeert de Zwitser een orkestmuzikant ?
MF[SO]VC[V]	amb-oan	3	5	Omdat de Zwitser een orkestmuzikant dirigeert .
VF[S]LK[V]MF[O]	amb-oan	2	5	De fotograaf fotografeert een model .
VF[O]LK[V]MF[S]	amb-oan	5	2	Een model fotografeert de fotograaf .
VF[ADV]LK[V]MF[SO]	amb-oan	4	6	Daarom fotografeert de fotograaf een model .
LK[V]MF[SO]	amb-oan	3	5	Fotografeert de fotograaf een model ?
MF[SO]VC[V]	amb-oan	3	5	Omdat de fotograaf een model fotografeert .
VF[S]LK[V]MF[O]	amb-oan	2	4	De ingenieurs begeleiden cursisten .
